,speech,date,president,charindex,target,wordcount,context
857,119,1911-12-05 00:00:00,William H. Taft,59264,impartiality,25045,"... with the confident hope for their economic and administrative development, and with the constant disposition to contribute to their welfare in all proper ways consistent with an attitude of strict impartiality as between contending factions. For the first time in the history of the two countries, a Chinese cruiser, the Haichi, under the command of Admiral Ching, recently visited New York, ..."
858,119,1911-12-05 00:00:00,William H. Taft,96893,impartiality,25045,"... a more complete and exhaustive report than this on so difficult and complicated a subject as the relative costs of wool and woolens the world over. It is a monument to the thoroughness, industry, impartiality, and accuracy of the men engaged in its making. They were chosen from both political parties but have allowed no partisan spirit to prompt or control their inquiries. They are unanimous ..."
859,119,1911-12-05 00:00:00,William H. Taft,6942,individual,25045,"... merely statutory. Still, as the offense becomes better understood and the committing of it partakes more of studied and deliberate defiance of the law, we can be confident that juries will convict individuals and that jail sentences will be imposed. THE REMEDY IN EQUITY BY DISSOLUTION. In the Standard Oil case the Supreme and Circuit Courts found the combination to be a monopoly of the ..."
860,119,1911-12-05 00:00:00,William H. Taft,7594,individual,25045,... directed the transfer and pro rata distribution by the New Jersey company of the stock held by it in the thirty-seven corporations to and among its stockholders; and the corporations and individual defendants were enjoined from conspiring or combining to restore such monopoly; and all agreements between the subsidiary corporations tending to produce or bring about further violations ...
861,119,1911-12-05 00:00:00,William H. Taft,7866,individual,25045,"... such monopoly; and all agreements between the subsidiary corporations tending to produce or bring about further violations of the act were enjoined. In the Tobacco case, the court found that the individual defendants, twenty-nine in number, had been engaged in a successful effort to acquire complete dominion over the manufacture, sale, and distribution of tobacco in this country and abroad, ..."
862,119,1911-12-05 00:00:00,William H. Taft,11672,individual,25045,"... ranging from 41 per cent as a maximum to 28.5 per cent as a minimum, except in the case of one small company, the Porto Rican Tobacco Company, in which they will hold 45 per cent. The twenty-nine individual defendants are enjoined for three years from buying any stock except from each other, and the group is thus prevented from extending its control during that period. All parties to the ..."
863,119,1911-12-05 00:00:00,William H. Taft,13605,individual,25045,"... NOT THE PURPOSE OF THE STATUTE. It is not the purpose of the statute to confiscate the property and capital of the offending trusts. Methods of punishment by fine or imprisonment of the individual offenders, by fine of the corporation or by forfeiture of its goods in transportation, are provided, but the proceeding in equity is a specific remedy to stop the operation of the trust ..."
864,119,1911-12-05 00:00:00,William H. Taft,28887,individual,25045,"... laid down by the anti-trust law. This statute as construed by the Supreme Court must continue to be the line of distinction for legitimate business. It must be enforced, unless we are to banish individualism from all business and reduce it to one common system of regulation or control of prices like that which now prevails with respect to public utilities, and which when applied to all ..."
865,119,1911-12-05 00:00:00,William H. Taft,29450,individual,25045,"... preserve equality of opportunity. It is the result of the confident determination of such a people to maintain their future growth by preserving uncontrolled and unrestricted the enterprise of the individual, his industry, his ingenuity, his intelligence, and his independent courage. For twenty years or more this statute has been upon the statute book. All knew its general purpose and ..."
866,119,1911-12-05 00:00:00,William H. Taft,31311,individual,25045,"... by a healthful competition, but toward new ways and means for making permanent in a few hands the absolute control of the conditions and prices prevailing in the whole field of industry, then individual enterprise and effort will be paralyzed and the spirit of commercial freedom will be dead. PART II. The relations of the United States with other countries have continued during the ..."
867,119,1911-12-05 00:00:00,William H. Taft,107352,individual,25045,"... of one system are given or permitted any advantages of opportunity over those of the other system. And I trust also that the new legislation will carefully and completely protect and assure the individuality and the independence of each bank, to the end that any tendency there may ever be toward a consolidation of the money or banking power of the Nation shall be defeated. It will always ..."
868,119,1911-12-05 00:00:00,William H. Taft,16915,justice,25045,"... an interlocutory decree against the Powder Trust with directions by the circuit court compelling dissolution, and other combinations of a similar history are now negotiating with the Department of justice looking to a disintegration by decree and reorganization in accordance with law. It seems possible to bring about these reorganizations without general business disturbance. MOVEMENT FOR ..."
869,119,1911-12-05 00:00:00,William H. Taft,34948,justice,25045,"... the agents representing them met in conference at the Department of State and subsequently concluded a protocol submitting this long-pending controversy to the arbitral judgment of the Chief justice of the United States, who consented to act in this capacity. A boundary commission, according to the international agreement, has now been appointed, and it is expected that the arguments ..."
870,119,1911-12-05 00:00:00,William H. Taft,115443,justice,25045,"... make up this population will be deserted, and only comparatively few natives will continue their residence there. The control of them ought to approximate a military government. One judge and two justices of the peace will be sufficient to attend to all the judicial and litigated business there is. With a few fundamental laws of Congress, the zone should be governed by the orders of the ..."
871,119,1911-12-05 00:00:00,William H. Taft,124338,justice,25045,... construction of a navigable waterway from Lockport to the mouth of the Illinois River in conjunction with the development of water power by that State between Lockport and Utica. THE DEPARTMENT OF JUSTICE. Removal of clerks of Federal courts. The report of the Attorney General shows that he has subjected to close examination the accounts of the clerks of the Federal courts; that he has ...
872,119,1911-12-05 00:00:00,William H. Taft,129406,justice,25045,"... Constitution, or any statute or treaty of the United States, whether the decision in the court below has been against the right or title or in its favor. Both these measures are in the interest of justice and should be passed. POST OFFICE. At the beginning of the present administration in 1909 the postal service was in arrears to the extent Of $17,479,770.47. It was very much the largest ..."
873,119,1911-12-05 00:00:00,William H. Taft,26537,labor,25045,"... organization and procedure, including effective publicity, and to the closest supervision as to the issue of stock and bonds by an executive bureau or commission in the Department of Commerce and Labor, to which in times of doubt they might well submit their proposed plans for future business. It must be distinctly understood that incorporation under Federal law could not exempt the company ..."
874,119,1911-12-05 00:00:00,William H. Taft,60073,labor,25045,"... for a new treaty with the United States simultaneously with its negotiations with the other powers. There were a number of important questions involved in the treaty, including the immigration of laborers, revision of the customs tariff, and the right of Americans to hold real estate in Japan. The United States consented to waive all technicalities and to enter at once upon negotiations for ..."
875,119,1911-12-05 00:00:00,William H. Taft,60444,labor,25045,"... upon negotiations for a new treaty on the understanding that there should be a continuance throughout the, life of the treaty of the same effective measures for the restriction of immigration of laborers to American territory which had been in operation with entire satisfaction to both Governments since 1908. The Japanese Government accepted this basis of negotiation, and a new treaty was ..."
876,119,1911-12-05 00:00:00,William H. Taft,71375,labor,25045,"... PROPERTY UNION. The conference of the International Union for the Protection of Industrial Property, which, under the authority of Congress, convened at Washington on May 16, 1911, closed its labors on June 2, 1911, by the signature of three acts, as follows: (I) A convention revising the Paris convention of March 20, 1883, for the protection of industrial property, as modified by the ..."
877,119,1911-12-05 00:00:00,William H. Taft,78162,labor,25045,"... of $2,000,000,000. These exports showed a gain over the preceding year of more than $300,000,000. FACILITIES FOR FOREIGN TRADE FURNISHED BY JOINT ACTION OF DEPARTMENT OF STATE AND OF COMMERCE AND LABOR. There is widespread appreciation expressed by the business interests of the country as regards the practical value of the facilities now offered by the Department of State and the Department ..."
878,119,1911-12-05 00:00:00,William H. Taft,78377,labor,25045,... widespread appreciation expressed by the business interests of the country as regards the practical value of the facilities now offered by the Department of State and the Department of Commerce and Labor for the furtherance of American commerce. Conferences with their officers at Washington who have an expert knowledge of trade conditions in foreign countries and with consular officers and ...
879,119,1911-12-05 00:00:00,William H. Taft,78624,labor,25045,"... with their officers at Washington who have an expert knowledge of trade conditions in foreign countries and with consular officers and commercial agents of the Department of Commerce and Labor who, while on leave of absence, visit the principal industrial centers of the United States, have been found of great value. These trade conferences are regarded as a particularly promising ..."
880,119,1911-12-05 00:00:00,William H. Taft,78906,labor,25045,"... United States, have been found of great value. These trade conferences are regarded as a particularly promising method of governmental aid in foreign trade promotion. The Department of Commerce and Labor has arranged to give publicity to the expected arrival and the itinerary of consular officers and commercial agents while on leave in the United States, in order that trade organizations may ..."
881,119,1911-12-05 00:00:00,William H. Taft,81042,labor,25045,"... of such associations and the comparative lack of cooperation between them fails to secure an efficiency commensurate with the public interest. Through the agency of the Department of Commerce and Labor, and in some cases directly, the Department of State transmits to reputable business interests information of commercial opportunities, supplementing the regular published consular reports. ..."
882,119,1911-12-05 00:00:00,William H. Taft,81810,labor,25045,"... larger associations, and there might be added to the committee, as members ex officio, one or two officials of the Department of State and one or two officials from the Department of Commerce and Labor and representatives of the appropriate committees of Congress. The authority and success of such an organization would evidently be enhanced if the Congress should see fit to prescribe its ..."
883,119,1911-12-05 00:00:00,William H. Taft,95041,labor,25045,"... in this country than it is abroad; that in the making of yarn and cloth the domestic woolen or worsted manufacturer has in general no advantage in the form of superior machinery or more efficient labor to offset the higher wages paid in this country The findings show that the cost of turning wool into yarn in this country is about double that in the leading competing country, and that the ..."
884,119,1911-12-05 00:00:00,William H. Taft,96126,labor,25045,"... fabrics can be made to work fairly and effectively. Any single rate which is high enough to equalize the difference in manufacturing cost at home and abroad on highly finished goods involving such labor would be prohibitory on cheaper goods, in which the labor cost is a smaller proportion of the total value. Conversely, a rate only adequate to equalize this difference on cheaper goods would ..."
885,119,1911-12-05 00:00:00,William H. Taft,96184,labor,25045,"... rate which is high enough to equalize the difference in manufacturing cost at home and abroad on highly finished goods involving such labor would be prohibitory on cheaper goods, in which the labor cost is a smaller proportion of the total value. Conversely, a rate only adequate to equalize this difference on cheaper goods would remove protection from the fine-goods manufacture, the ..."
886,119,1911-12-05 00:00:00,William H. Taft,118624,labor,25045,"... possible. So far as we can, consistent with the development of the world's trade through the canal, and the benefit which it was intended to secure to the east and west coastwise trade, we ought to labor to secure from the canal tolls a sufficient amount ultimately to meet the debt which we have assumed and to pay the interest. THE PHILIPPINE ISLANDS. In respect to the Philippines, I ..."
887,119,1911-12-05 00:00:00,William H. Taft,140521,labor,25045,"... naval requirements shall be coordinated and properly scrutinized with a view of the necessities of the whole Nation rather than of separate departments. DEPARTMENTS OF AGRICULTURE AND COMMERCE AND LABOR. For the consideration of matters which are pending or have been disposed of in the Agricultural Department and in the Department of Commerce and Labor, I refer to the very excellent reports ..."
888,119,1911-12-05 00:00:00,William H. Taft,140674,labor,25045,"... DEPARTMENTS OF AGRICULTURE AND COMMERCE AND LABOR. For the consideration of matters which are pending or have been disposed of in the Agricultural Department and in the Department of Commerce and Labor, I refer to the very excellent reports of the Secretaries of those departments. I shall not be able to submit to Congress until after the Christmas holidays the question of conservation of our ..."
889,120,1912-12-03 00:00:00,William H. Taft,37545,distribution,26356,"... channel of the waters of the lower Colorado River, and thus to protect the people of the Imperial Valley, as well as in order to reach with the Government of Mexico an understanding regarding the distribution of the waters of the Colorado River, in which both Governments are much interested, negotiations are going forward with a view to the establishment of a preliminary Colorado River ..."
890,120,1912-12-03 00:00:00,William H. Taft,37882,distribution,26356,"... to the establishment of a preliminary Colorado River commission, which shall have the powers necessary to enable it to do the needful work and with authority to study the question of the equitable distribution of the waters. There is every reason to believe that an understanding upon this point will be reached and that an agreement will be signed in the near future. CHAMIZAL DISPUTE In the ..."
891,120,1912-12-03 00:00:00,William H. Taft,148962,distribution,26356,"... that under the spur of a public utilities commission they might be substantially improved. While the school system of Washington perhaps might be bettered in the economy of its management and the distribution of its buildings, its usefulness has nevertheless greatly increased in recent years, and it now offers excellent facilities for primary and secondary education. From time to time there ..."
892,120,1912-12-03 00:00:00,William H. Taft,78420,employment,26356,"... that they are vitally interested in a safe system of currency which shall graduate its volume to the amount needed and which shall prevent times of artificial stringency that frighten capital, stop employment, prevent the meeting of the pay roll, destroy local markets, and produce penury and want. THE TARIFF I have regarded it as my duty in former messages to the Congress to urge the ..."
893,120,1912-12-03 00:00:00,William H. Taft,4773,equal,26356,"... where previously this Government from time to time would emphasize in its foreign relations one or another policy, now American interests in every quarter of the globe are being cultivated with equal assiduity. This principle of politico-geographical division possesses also the good feature of making possible rotation between the officers of the departmental, the diplomatic, and the ..."
894,120,1912-12-03 00:00:00,William H. Taft,5121,equal,26356,"... the departmental, the diplomatic, and the consular branches of the foreign service, and thus keeps the whole diplomatic and consular establishments tinder the Department of State in close touch and equally inspired with the aims and policy of the Government. Through the newly created Division of Information the foreign service is kept fully informed of what transpires from day to day in the ..."
895,120,1912-12-03 00:00:00,William H. Taft,8357,equal,26356,"... were chosen for ascertained fitness, without regard to political affiliations. A dearth of candidates from Southern and Western States has alone made it impossible thus far completely to equalize all the States' representations in the foreign service. In the effort to equalize the representation of the various States in the Consular Service I have made sixteen of the twenty-nine new ..."
896,120,1912-12-03 00:00:00,William H. Taft,8439,equal,26356,... A dearth of candidates from Southern and Western States has alone made it impossible thus far completely to equalize all the States' representations in the foreign service. In the effort to equalize the representation of the various States in the Consular Service I have made sixteen of the twenty-nine new appointments as consul which have occurred during my administration from the ...
897,120,1912-12-03 00:00:00,William H. Taft,10092,equal,26356,"... at various times advocated provision by Congress for the acquisition of Government-owned buildings for the residence and offices of our diplomatic officers, so as to place them more nearly on an equality with similar officers of other nations and to do away with the discrimination which otherwise must necessarily be made, in some cases, in favor of men having large private fortunes. The act ..."
898,120,1912-12-03 00:00:00,William H. Taft,15373,equal,26356,"... which these reforms depended, led the Department of State early in the administration to demand for American citizens participation in such enterprises, in order that the United States might have equal rights and an equal voice in all questions pertaining to the disposition of the public revenues concerned. The same policy of promoting international accord among the powers having similar ..."
899,120,1912-12-03 00:00:00,William H. Taft,15393,equal,26356,"... depended, led the Department of State early in the administration to demand for American citizens participation in such enterprises, in order that the United States might have equal rights and an equal voice in all questions pertaining to the disposition of the public revenues concerned. The same policy of promoting international accord among the powers having similar treaty rights as ..."
900,120,1912-12-03 00:00:00,William H. Taft,30380,equal,26356,"... discriminates against the United States, a graduated scale of duties up to the maximum Of 25 per cent ad valorem provided in the present law. Flat tariffs are out of date. Nations no longer accord equal tariff treatment to all other nations irrespective of the treatment from them received. Such a flexible power at the command of the Executive would serve to moderate any unfavorable tendencies ..."
901,120,1912-12-03 00:00:00,William H. Taft,37147,equal,26356,"... the award recommendations as modified by mutual consent of the two Governments are finally adopted and made effective, thus bringing this century-old controversy to a final conclusion, which is equally beneficial and satisfactory to both Governments. IMPERIAL VALLEY AND MEXICO In order to make possible the more effective performance of the work necessary for the confinement in their ..."
902,120,1912-12-03 00:00:00,William H. Taft,105160,equal,26356,"... the protection and development of the other public uses of water, which can not and should not be ignored in making and executing plans for the protection and development of navigation. It is also equally clear that inasmuch as the water power thus created is or may be an incident of a general scheme of waterway improvement within the constitutional jurisdiction of the Federal Government, the ..."
903,120,1912-12-03 00:00:00,William H. Taft,10092,equality,26356,"... at various times advocated provision by Congress for the acquisition of Government-owned buildings for the residence and offices of our diplomatic officers, so as to place them more nearly on an equality with similar officers of other nations and to do away with the discrimination which otherwise must necessarily be made, in some cases, in favor of men having large private fortunes. The act ..."
904,120,1912-12-03 00:00:00,William H. Taft,28835,equity,26356,"... the countries of the world. There are, however, other instances which, while apparently not constituting undue discrimination in the sense of section 2, are nevertheless exceptions to the complete equity of tariff treatment for American products that the Department of State consistently has sought to obtain for American commerce abroad. NECESSITY FOR SUPPLEMENTARY LEGISLATION These ..."
905,120,1912-12-03 00:00:00,William H. Taft,117468,equity,26356,"... reasonableness in prices and freedom and independence in trade. REFORM OF COURT PROCEDURE I am glad to bring to the attention of Congress the fact that the Supreme Court has radically altered the equity rules governing the procedure on the equity side of all Federal courts, and though, as these changes have not been yet put in practice so as to enable us to state from actual results what the ..."
906,120,1912-12-03 00:00:00,William H. Taft,117512,equity,26356,"... in trade. REFORM OF COURT PROCEDURE I am glad to bring to the attention of Congress the fact that the Supreme Court has radically altered the equity rules governing the procedure on the equity side of all Federal courts, and though, as these changes have not been yet put in practice so as to enable us to state from actual results what the reform will accomplish, they are of such a ..."
907,120,1912-12-03 00:00:00,William H. Taft,118593,equity,26356,"... on the common-law side should be so amended as to give to the Supreme Court the same right to make rules of procedure in common law as they have, since the beginning of the court, exercised in equity. I do not doubt that a full consideration of the subject will enable the court while giving effect to the substantial differences in right and remedy between the system of common law and the ..."
908,120,1912-12-03 00:00:00,William H. Taft,118801,equity,26356,... do not doubt that a full consideration of the subject will enable the court while giving effect to the substantial differences in right and remedy between the system of common law and the system of equity so to unite the two procedures into the form of one civil action and to shorten the procedure in such civil action as to furnish a model to all the State courts exercising concurrent ...
909,120,1912-12-03 00:00:00,William H. Taft,119706,equity,26356,"... spirit in favor of a reform of procedure, the power to frame a model code of procedure, which, while preserving all that is valuable and necessary of the rights and remedies at common law and in equity, shall lessen the burden of the poor litigant to a minimum in the expedition and cheapness with which his cause can be fought or defended through Federal courts to final judgment. WORKMAN'S ..."
910,120,1912-12-03 00:00:00,William H. Taft,54368,exploitation,26356,"... Canal. In the matter of the claim of John Celestine Landreau against the Government of Peru, which claim arises out of certain contracts and transactions in connection with the discovery and exploitation of guano, and which has been under discussion between the two Governments since 1874, I am glad to report that as the result of prolonged negotiations, which have been characterized by ..."
911,120,1912-12-03 00:00:00,William H. Taft,135886,exploitation,26356,"... country has recently been feeling and in respect of which there is danger of a reaction toward older abuses unless we can attain the golden mean, which consists in the prevention of the mere exploitation of the public domain for private purposes while at the same, time facilitating its development for the benefit of the local public. The land laws need complete revision to secure ..."
912,120,1912-12-03 00:00:00,William H. Taft,48520,impartiality,26356,"... accordingly adopted in an understanding, reached early in the disturbances, to act together for the protection of the lives and property of foreigners if menaced, to maintain an attitude of strict impartiality as between the contending factions, and to abstain from any endeavor to influence the Chinese in their organization of a new form of government. In view of the seriousness of the ..."
913,120,1912-12-03 00:00:00,William H. Taft,48196,individual,26356,"... of the upheaval last autumn it was felt by the United States, in common with the other powers having large interests in China, that independent action by the foreign Governments in their own individual interests would add further confusion to a situation already complicated. A policy of international cooperation was accordingly adopted in an understanding, reached early in the ..."
914,120,1912-12-03 00:00:00,William H. Taft,75019,individual,26356,"... be worked into the plan. Certain it is, however, that the objections which were made in the past history of this country to a central bank as furnishing a monopoly of financial power to private individuals, would not apply to an association whose ownership and control is so widely distributed and is divided between all the banks of the country, State and National, on the one hand, and the ..."
915,120,1912-12-03 00:00:00,William H. Taft,134806,individual,26356,"... Its chief duty is the guardianship of the public domain and the disposition of that domain to private ownership under homestead, mining, and other laws, by which patents from the Government to the individual are authorized on certain conditions. During the last decade the public seemed to become suddenly aware that a very large part of its domain had passed from its control into private ..."
916,120,1912-12-03 00:00:00,William H. Taft,144809,individual,26356,... between them and ourselves as will promote the expansion of commerce and familiarize the world with the new trade route through the Panama Canal. The action of the State governments and individuals assures a comprehensive exhibit of the resources of this country and of the progress of the people. This participation by State and individuals should be supplemented by an adequate ...
917,120,1912-12-03 00:00:00,William H. Taft,144953,individual,26356,... Panama Canal. The action of the State governments and individuals assures a comprehensive exhibit of the resources of this country and of the progress of the people. This participation by State and individuals should be supplemented by an adequate showing of the varied and unique activities of the National Government. The United States can not with good grace invite foreign governments to ...
918,120,1912-12-03 00:00:00,William H. Taft,2378,justice,26356,"... and to the attainment of national ideals. The relations of the United States with all foreign powers remain upon a sound basis of peace, harmony, and friendship. A greater insistence upon justice to American citizens or interests wherever it may have been denied and a stronger emphasis of the need of mutuality in commercial and other relations have only served to strengthen our ..."
919,120,1912-12-03 00:00:00,William H. Taft,61266,justice,26356,"... country. Failing such an arrangement, it may become impossible for the Government of the United States to escape its obligations in connection with such measures as may become necessary to exact justice to legitimate foreign claims. In the recent revolution in Nicaragua, which, it was generally admitted, might well have resulted in a general Central American conflict but for the ..."
920,120,1912-12-03 00:00:00,William H. Taft,99211,justice,26356,"... to elect two-thirds of the provincial governing boards and the lower house of the insular legislature. They have four native members out of nine members of the commission, or upper house. The chief justice and two justices of the supreme court, about one-half of the higher judicial positions, and all of the justices of the peach are natives. In the classified civil service the proportion of ..."
921,120,1912-12-03 00:00:00,William H. Taft,99227,justice,26356,"... of the provincial governing boards and the lower house of the insular legislature. They have four native members out of nine members of the commission, or upper house. The chief justice and two justices of the supreme court, about one-half of the higher judicial positions, and all of the justices of the peach are natives. In the classified civil service the proportion of Filipinos ..."
922,120,1912-12-03 00:00:00,William H. Taft,99322,justice,26356,"... four native members out of nine members of the commission, or upper house. The chief justice and two justices of the supreme court, about one-half of the higher judicial positions, and all of the justices of the peach are natives. In the classified civil service the proportion of Filipinos increased from 51 per cent in 1904 to 67 per cent in 1911. Thus to-day all the municipal employees, ..."
923,120,1912-12-03 00:00:00,William H. Taft,115248,justice,26356,... foreign admirals have over our own whenever they meet in official functions ought to be avoided. It impairs the prestige of our Navy and is a defect that can be very easily removed. DEPARTMENT OF JUSTICE This department has been very active in the enforcement of the law. It has been better organized and with a larger force than ever before in the history of the Government. The prosecutions ...
924,120,1912-12-03 00:00:00,William H. Taft,120833,justice,26356,"... of the act would greatly relieve the courts of the heaviest burden of litigation that they have, and would enable them to dispatch other business with a speed never before attained in courts of justice in this country. PART III. [Concerning the Work of the Departments of the Post Office, Interior, Agriculture, and Commerce and Labor and District of Columbia.] THE WHITE HOUSE, December ..."
925,120,1912-12-03 00:00:00,William H. Taft,125461,justice,26356,"... of the practice by pointing out that in early days Secretaries were repeatedly called to the presence of either Rouse for consultation, advice, and information. It also referred to remarks of Mr. justice Story in his Commentaries on the Constitution, in which he urgently presented the wisdom of such a change. This report is to be found in Volume I of the Reports of Committees of the First ..."
926,120,1912-12-03 00:00:00,William H. Taft,140831,justice,26356,"... this when a decision involved the destruction of great business enterprises representing the investment of large capital and the expenditure of great energy and ability, the danger of serious injustice was very considerable in the enforcement of a new law under the spur of great public indignation. The public officials charged with executing the law might do injustice in heated controversy ..."
927,120,1912-12-03 00:00:00,William H. Taft,141000,justice,26356,"... the danger of serious injustice was very considerable in the enforcement of a new law under the spur of great public indignation. The public officials charged with executing the law might do injustice in heated controversy through unconscious pride of opinion and obstinacy of conclusion. For this reason President Roosevelt felt justified in creating a board of experts, known as the Remsen ..."
928,120,1912-12-03 00:00:00,William H. Taft,141428,justice,26356,"... importance an appeal might be taken and a review had of a decision of the Bureau of Chemistry in the Agricultural Department. I heartily agree that it was wise to create this board in order that injustice might not be done. The questions which arise are not generally those involving palpable injury to health, but they are upon the narrow and doubtful line in respect of which it is better to ..."
929,120,1912-12-03 00:00:00,William H. Taft,151411,justice,26356,"... improvement in so far as it involves the extension of the parking system and the construction of greatly needed public buildings? Appropriate buildings for the State Department, the Department of justice, and the Department of Commerce and Labor have been projected, plans have been approved, and nothing is wanting but the appropriations for the beginning and completion of the structures. A ..."
930,120,1912-12-03 00:00:00,William H. Taft,40487,labor,26356,"... upon which it entered by virtue of the above-mentioned convention. The Congress at its present session should enact into law those bills now before it which have been so carefully drawn up in collaboration between the Department of State and the other executive departments, and which have behind them not only the moral sentiment of the country, but the practical support of all the ..."
931,120,1912-12-03 00:00:00,William H. Taft,67825,labor,26356,"... extended, and every phase of the situation seems in a state of preparedness for a period of unexampled prosperity. Manufacturing concerns are running at their full capacity and the demand for labor was never so constant and growing. The foreign trade of the country for this year will exceed $4,000,000,000, while the balance in our favor-that of the excess of exports over imports-will ..."
932,120,1912-12-03 00:00:00,William H. Taft,91574,labor,26356,"... Corps. It also provided for the organization of a special force of enlisted men, to be known as the Service Corps, gradually to replace many of the civilian employees engaged in the manual labor necessary in every army. I believe that both of these enactments will improve the administration of our military establishment. The consolidation of the supply corps has already been effected, ..."
933,120,1912-12-03 00:00:00,William H. Taft,120971,labor,26356,"... business with a speed never before attained in courts of justice in this country. PART III. [Concerning the Work of the Departments of the Post Office, Interior, Agriculture, and Commerce and Labor and District of Columbia.] THE WHITE HOUSE, December 19, 1912. To the Senate and House of Representatives: This is the third of a series of messages in which I have brought to the ..."
934,120,1912-12-03 00:00:00,William H. Taft,129842,labor,26356,"... appropriation act of last year a general system was provided and its installation was directed by the 1st of January. This has entailed upon the Post Office Department a great deal of very heavy labor, but the Postmaster General informs me that on the date selected, to wit, the 1st of January, near at hand, the department will be in readiness to meet successfully the requirements of the ..."
935,120,1912-12-03 00:00:00,William H. Taft,139617,labor,26356,"... DEPARTMENT OF AGRICULTURE The far-reaching utility of the educational system carried on by the Department of Agriculture for the benefit of the farmers of our country calls for no elaboration. Each year there is a growth in the variety of facts which it brings out for the benefit of the farmer, and each year confirms the wisdom of the expenditure of the appropriations made for ..."
936,120,1912-12-03 00:00:00,William H. Taft,142718,labor,26356,"... does not in any way minimize the importance of the proposal, but it gives more accurate information upon some of the phases of the question than we have heretofore had. DEPARTMENT OF COMMERCE AND LABOR I commend to Congress an examination of the report of the Secretary of Commerce and Labor, and especially that part in which he discusses the office of the Bureau of Corporations, the value ..."
937,120,1912-12-03 00:00:00,William H. Taft,142809,labor,26356,"... upon some of the phases of the question than we have heretofore had. DEPARTMENT OF COMMERCE AND LABOR I commend to Congress an examination of the report of the Secretary of Commerce and Labor, and especially that part in which he discusses the office of the Bureau of Corporations, the value to commerce of a proposed trade commission, and the steps which he has taken to secure the ..."
938,120,1912-12-03 00:00:00,William H. Taft,151455,labor,26356,"... of the parking system and the construction of greatly needed public buildings? Appropriate buildings for the State Department, the Department of justice, and the Department of Commerce and Labor have been projected, plans have been approved, and nothing is wanting but the appropriations for the beginning and completion of the structures. A hall of archives is also badly needed, but ..."
939,120,1912-12-03 00:00:00,William H. Taft,119745,poor,26356,"... the power to frame a model code of procedure, which, while preserving all that is valuable and necessary of the rights and remedies at common law and in equity, shall lessen the burden of the poor litigant to a minimum in the expedition and cheapness with which his cause can be fought or defended through Federal courts to final judgment. WORKMAN'S COMPENSATION ACT The workman's ..."
940,121,1913-12-02 00:00:00,Woodrow Wilson,8533,distribution,3734,"... field, where we now begin to see our way very clearly and where many intelligent plans are already being put into execution. The Treasury of the United States has, by a timely and well-considered distribution of its deposits, facilitated the moving of the crops in the present season and prevented the scarcity of available funds too often experienced at such times. But we must not allow ..."
941,121,1913-12-02 00:00:00,Woodrow Wilson,19591,employment,3734,"... that congress can be learned and considered we ought to address ourselves, among other things, to the prompt alleviation of the very unsafe, unjust, and burdensome conditions which now surround the employment of sailors and render it extremely difficult to obtain the services of spirited and competent men such as every ship needs if it is to be safely handled and brought to port. May I not ..."
942,121,1913-12-02 00:00:00,Woodrow Wilson,6172,equal,3734,"... necessity that special provision be made also for facilitating the credits needed by the farmers of the country. The pending currency bill does the farmers a great service. It puts them upon an equal footing with other business men and masters of enterprise, as it should; and upon its passage they will find themselves quit of many of the difficulties which now hamper them in the field of ..."
943,121,1913-12-02 00:00:00,Woodrow Wilson,17463,individual,3734,"... authorities, for there can be no essential difference of purpose between them. The resources in question must be used, but not destroyed or wasted; used, but not monopolized upon any narrow idea of individual rights as against the abiding interests of communities. That a policy can be worked out by conference and concession which will release these resources and yet not jeopard or dissipate ..."
944,121,1913-12-02 00:00:00,Woodrow Wilson,13726,justice,3734,"... the same sense of responsibility to them as toward our own people in our domestic affairs. No doubt we shall successfully enough bind Porto Rico and the Hawaiian Islands to ourselves by ties of justice and interest and affection, but the performance of our duty toward the Philippines is a more difficult and debatable matter. We can satisfy the obligations of generous justice toward the ..."
945,121,1913-12-02 00:00:00,Woodrow Wilson,13902,justice,3734,"... ourselves by ties of justice and interest and affection, but the performance of our duty toward the Philippines is a more difficult and debatable matter. We can satisfy the obligations of generous justice toward the people of Porto Rico by giving them the ample and familiar rights and privileges accorded our own citizens in our own territories and our obligations toward the people of Hawaii ..."
946,121,1913-12-02 00:00:00,Woodrow Wilson,18562,justice,3734,"... part of the work of conservation; and the conservation of human life and energy lies even nearer to our interests than the preservation from waste of our material resources. We owe it, in mere justice to the railway employees of the country, to provide for them a fair and effective employers' liability act; and a law that we can stand by in this matter will be no less to the advantage of ..."
947,121,1913-12-02 00:00:00,Woodrow Wilson,18997,justice,3734,... country than to the advantage of those whom they employ. The experience of a large number of the States abundantly proves that. We ought to devote ourselves to meeting pressing demands of plain justice like this as earnestly as to the accomplishment of political and economic reforms. Social justice comes first. Law is the machinery for its realization and is vital only as it expresses and ...
948,121,1913-12-02 00:00:00,Woodrow Wilson,19095,justice,3734,... States abundantly proves that. We ought to devote ourselves to meeting pressing demands of plain justice like this as earnestly as to the accomplishment of political and economic reforms. Social justice comes first. Law is the machinery for its realization and is vital only as it expresses and embodies it. An international congress for the discussion of all questions that affect safety at ...
